year,ac_no,ac_name,district,turnout_pct,winner_candidate,winner_party,winner_votes,winner_pct,runnerup_candidate,runnerup_party,runnerup_votes,runnerup_pct,margin_votes
2017,75,Koil,Aligarh,,Anil Parashar,BJP,93814.0,41.33,Shaz Ishaq,SP,42851.0,18.88,50963.0
2017,76,Aligarh,Aligarh,,Sanjeev Raja,BJP,113752.0,46.48,Zafar Alam,SP,98312.0,40.17,15440.0
2017,77,Iglas (SC),Aligarh,,Rajvir Singh Diler,BJP,128000.0,55.05,Rajendra Kumar,BSP,53200.0,22.88,74800.0
2017,78,Hathras (SC),Hathras,,Hari Shankar Mahor,BJP,133840.0,56.4,Braj Mohan Rahi,BSP,63179.0,26.62,70661.0
2017,79,Sadabad,Hathras,,Ramveer Upadhyay,BSP,91365.0,40.51,Anil Chaudhary,RLD,64775.0,28.72,26587.0
2017,80,Sikandra Rao,Hathras,,Birendra Singh Rana,BJP,76129.0,35.44,Bani Singh Baghel,BSP,61357.0,28.56,14772.0
2017,81,Chhata,Mathura,,Chaudhary Laxmi Narayan Singh,BJP,117537.0,51.98,Atul Singh,Ind,53699.0,23.75,63838.0
2017,82,Mant,Mathura,,Shyam Sunder Sharma,BSP,65862.0,31.46,Yogesh Chaudhary,RLD,65430.0,31.25,432.0
2017,83,Goverdhan,Mathura,,Karinda Singh,BJP,93538.0,45.48,Rajkumar Rawat,BSP,60529.0,29.43,33009.0
2017,84,Mathura,Mathura,,Shrikant Sharma,BJP,143361.0,56.93,Pradeep Mathur,INC,42200.0,16.76,101161.0
2017,85,Baldev (SC),Mathura,,Pooran Prakash,BJP,88411.0,38.41,Niranjan Singh Dhangar,RLD,75203.0,32.67,13208.0
2017,86,Etmadpur,Agra,,Ram Pratap Singh,BJP,137381.0,48.66,Dharmpal Singh,BSP,90126.0,31.92,47255.0
2017,87,Agra Cantonment (SC),Agra,,Girraj Singh Dharmesh,BJP,113178.0,44.98,Gutiyari Lal Duwesh,BSP,66853.0,26.57,46325.0
2017,88,Agra South,Agra,,Yogendra Upadhyaya,BJP,111882.0,51.68,Zulfiqar Ahmad Bhutto,BSP,57657.0,26.63,54225.0
2017,89,Agra North,Agra,,Jagan Prasad Garg,BJP,135120.0,58.88,Er Gyanendra Gautam,BSP,48800.0,21.26,86320.0
2017,90,Agra Rural (SC),Agra,,Hemlata Divakar,BJP,129887.0,52.36,Kali Charan Suman,BSP,64591.0,26.04,65296.0
2017,91,Fatehpur Sikri,Agra,,Ch. Udaybhan Singh,BJP,108586.0,47.73,Surajpal Singh,BSP,56249.0,24.72,52337.0
2017,92,Kheragarh,Agra,,Mahesh Kumar Goyal,BJP,93510.0,47.33,Bhagvan Singh Kushwaha,BSP,61511.0,31.14,31999.0
2017,93,Fatehabad,Agra,,Jitendra Verma,BJP,101960.0,48.94,Rajendra Singh,SP,67596.0,32.45,34364.0
2017,94,Bah,Agra,,Rani Pakshalika Singh,BJP,80567.0,42.28,Madhusudan Sharma,BSP,57427.0,30.13,23140.0
2017,95,Tundla (SC),Firozabad,,S.P. Singh Baghel,BJP,118584.0,48.96,Rakesh Babu,BSP,62514.0,25.81,56070.0
2017,96,Jasrana,Firozabad,,Ramgopal,BJP,103426.0,45.27,Shiv Pratap Singh,SP,83098.0,36.37,20328.0
2017,97,Firozabad,Firozabad,,Manish Asiza,BJP,102654.0,44.37,Azim Bhai,SP,60927.0,26.33,41727.0
2017,98,Shikohabad,Firozabad,,Mukesh Verma,BJP,87851.0,41.24,Sanjay Kumar,SP,77074.0,36.18,10777.0
2017,99,Sirsaganj,Firozabad,,Hariom Yadav,SP,90281.0,44.8,Jaiveer Singh,BJP,79605.0,39.5,10676.0
2017,100,Kasganj,Kasganj,,Devendra Singh Rajput,BJP,101908.0,46.73,Hasrat Ullah Sherwani,SP,49878.0,22.87,52030.0
2017,101,Amanpur,Kasganj,,Devendra Pratap,BJP,85199.0,46.68,Virendra Singh,SP,43395.0,23.77,41804.0
2017,102,Patiyali,Kasganj,,Mamtesh,BJP,72414.0,35.98,Kiran Yadav,SP,68643.0,34.11,3771.0
2017,103,Aliganj,Etah,,Satyapal Singh Rathaur,BJP,88695.0,41.25,Rameshwar Singh Yadav,SP,74844.0,34.81,13851.0
2017,104,Etah,Etah,,Vipin Kumar David,BJP,82516.0,41.18,Jugendra Singh Yadav,SP,61387.0,30.64,21129.0
2017,105,Marhara,Etah,,Virendra,BJP,92507.0,48.69,Amit Gaurav,SP,59075.0,31.09,33432.0
2017,106,Jalesar (SC),Etah,,Sanjeev Kumar Diwakar,BJP,81502.0,44.43,Ranjeet Suman,SP,61694.0,33.63,19808.0
2017,107,Mainpuri,Mainpuri,,Rajkumar Raju Yadav,SP,75787.0,38.73,Ashok Kumar,BJP,66956.0,34.22,8831.0
2017,108,Bhongaon,Mainpuri,,Ram Naresh Agnihorti,BJP,92697.0,47.66,Alok Kumar,SP,72400.0,37.22,20297.0
2017,109,Kishni (SC),Mainpuri,,Brijesh Kumar,SP,80475.0,45.1,Sunil Kumar,BJP,63946.0,35.84,16529.0
2017,110,Karhal,Mainpuri,,Sobaran Singh Yadav,SP,104221.0,49.81,Rama Shakya,BJP,65816.0,31.45,38405.0
2017,111,Gunnaur,Sambhal,,Ajeet Kumar,BJP,107344.0,47.69,Ram Khiladi Singh,SP,95958.0,42.63,11386.0
2017,112,Bisauli (SC),Budaun,,Kushagra Sagar,BJP,100287.0,44.25,Ashutosh Maurya,SP,89599.0,39.53,10688.0
2017,113,Sahaswan,Budaun,,Omkar Singh,SP,77543.0,32.6,Arshad Ali,BSP,73274.0,30.8,4269.0
2017,114,Bilsi,Budaun,,Pt. Radha Krishan Sharma,BJP,82070.0,42.28,Musarrat Ali Bittan,BSP,55091.0,28.38,26979.0
2017,115,Badaun,Budaun,,Mahesh Chandra Gupta,BJP,87314.0,41.33,Abid Raza Khan,SP,70847.0,33.54,16467.0
2017,116,Shekhupur,Budaun,,Dharmendra Kumar Singh Shakya,BJP,93702.0,40.04,Ashish Yadav,SP,70316.0,30.05,23386.0
2017,117,Dataganj,Budaun,,Rajeev Kumar Singh,BJP,79110.0,35.5,Sinod Kumar Shakya,BSP,53351.0,23.94,25759.0
2017,118,Baheri,Bareilly,,Chhatra Pal Singh,BJP,108846.0,44.19,Naseem Ahmad,BSP,66009.0,26.8,42837.0
2017,119,Meerganj,Bareilly,,D. C. Verma,BJP,108789.0,52.17,Sultan Beg,BSP,54289.0,26.03,54500.0
2017,120,Bhojipura,Bareilly,,Bahoran Lal Maurya,BJP,100381.0,42.38,Shazil Islam Ansari,SP,72617.0,30.66,27764.0
2017,121,Nawabganj,Bareilly,,Kesar Singh,BJP,93711.0,43.9,Bhagwat Saran Gangwar,SP,54569.0,25.56,39142.0
2017,122,Faridpur (SC),Bareilly,,Shyam Bihari Lal,BJP,83656.0,44.41,Siyaram Sagar,SP,58935.0,31.29,24721.0
2017,123,Bithari Chainpur,Bareilly,,Rajesh Kumar Mishra,BJP,96397.0,41.49,Veer Pal Singh Yadav,SP,76886.0,33.1,19511.0
2017,124,Bareilly,Bareilly,,Arun Kumar,BJP,115270.0,51.7,Prem Prakash Agarwal,INC,86559.0,38.82,28667.0
2017,125,Bareilly Cantt,Bareilly,,Rajesh Agarwal,BJP,88441.0,48.5,Mujahid Hassan Khan,INC,75777.0,41.55,12664.0
2017,126,Aonla,Bareilly,,Dharmpal Singh,BJP,63165.0,35.11,Sidhraj Singh,SP,59619.0,33.14,3546.0
2017,127,Pilibhit,Pilibhit,,Sanjay Singh Gangwar,BJP,136486.0,54.59,Riaz Ahmad,SP,93130.0,37.25,43356.0
2017,128,Barkhera,Pilibhit,,Kishan Lal Rajpoot,BJP,104595.0,49.91,Hemraj Verma,SP,46665.0,22.27,57930.0
2017,129,Puranpur (SC),Pilibhit,,Babu Ram Paswan,BJP,128493.0,52.54,Peetam Ram,SP,89251.0,36.49,39242.0
2017,130,Bisalpur,Pilibhit,,Agys Ramsaran Verma,BJP,103498.0,46.91,Anis Ahmad Khan,INC,62502.0,28.33,40996.0
2017,131,Katra,Shahjahanpur,,Veer Vikram Singh Prince,BJP,76509.0,40.02,Rajesh Yadav,SP,59779.0,31.27,16730.0
2017,132,Jalalabad,Shahjahanpur,,Sharadvir Singh,SP,75326.0,36.44,Manoj Kashyap,BJP,66029.0,31.94,9297.0
2017,133,Tilhar,Shahjahanpur,,Roshan Lal Verma,BJP,81770.0,40.37,Jitin Prasada,INC,76065.0,37.55,5705.0
2017,134,Powayan (SC),Shahjahanpur,,Chetram,BJP,126635.0,55.75,Shakuntla Devi,SP,54218.0,23.87,72417.0
2017,135,Shahjahanpur,Shahjahanpur,,Suresh Kumar Khanna,BJP,100734.0,49.17,Tanveer Khan,SP,81531.0,39.8,19203.0
2017,136,Dadraul,Shahjahanpur,,Manvendra Singh,BJP,86435.0,40.36,Rammurti Singh Verma,SP,69037.0,32.23,17398.0
2017,137,Palia,Lakhimpur Kheri,,Harvinder Kumar Sahani,BJP,118069.0,51.4,Saif Ali Naqvi,INC,48841.0,21.26,69228.0
2017,138,Nighasan,Lakhimpur Kheri,,Patel Ramkumar Verma,BJP,107487.0,48.97,Krishna Gopal Patel,SP,61364.0,27.96,46123.0
2017,139,Gola Gokrannath,Lakhimpur Kheri,,Arvind Giri,BJP,122497.0,49.43,Vinay Tiwari,SP,67480.0,27.23,55017.0
2017,140,Sri Nagar (SC),Lakhimpur Kheri,,Manju Tyagi,BJP,112941.0,51.17,Meera Bano,SP,58002.0,26.28,54939.0
2017,141,Dhaurahra,Lakhimpur Kheri,,Awasthi Bala Prasad,BJP,79809.0,36.62,Yeshpal Singh Chaudhari,SP,76456.0,35.08,3353.0
2017,142,Lakhimpur,Lakhimpur Kheri,,Yogesh Verma,BJP,122677.0,48.45,Utkarsh Verma,SP,84929.0,33.54,37748.0
2017,143,Kasta (SC),Lakhimpur Kheri,,"Saurabh Singh, politician",BJP,92824.0,44.62,Sunil Kumar Lala,SP,68551.0,32.96,24273.0
2017,144,Mohammdi,Lakhimpur Kheri,,Lokendra Pratap Singh,BJP,93000.0,42.89,Sanjay Sharma,INC,59082.0,27.25,33918.0
2017,145,Maholi,Sitapur,,Shashank Trivedi,BJP,80938.0,33.72,Anoop Kumar Gupta,SP,77221.0,32.17,3717.0
2017,146,Sitapur,Sitapur,,Rakesh Rathore,BJP,98850.0,42.54,Radhey Shyam Jaiswal,SP,74011.0,31.85,24839.0
2017,147,Hargaon (SC),Sitapur,,Suresh Rahi,BJP,101680.0,46.42,Ramhet Bharti,BSP,56685.0,25.88,4995.0
2017,148,Laharpur,Sitapur,,Suneel Verma,BJP,79467.0,35.05,Md. Jasmeer Ansari,BSP,70349.0,31.03,9118.0
2017,149,Biswan,Sitapur,,Mahendra Singh,BJP,81907.0,36.25,Afzaal Kausar,SP,71672.0,31.72,10235.0
2017,150,Sevata,Sitapur,,Gyan Tiwari,BJP,94697.0,44.86,Er. Mohammad Nasim,BSP,51038.0,24.18,43659.0
2017,151,Mahmoodabad,Sitapur,,Narendra Singh Verma,SP,81469.0,39.02,Asha Maurya,BJP,79563.0,38.11,1906.0
2017,152,Sidhauli (SC),Sitapur,,Hargovind Bhargava,BSP,78506.0,34.05,Manish Rawat,SP,75996.0,32.96,2510.0
2017,153,Misrikh (SC),Sitapur,,Ram Krishna Bhargava,BJP,86403.0,39.73,Manish Kumar Rawar,BSP,65731.0,30.22,20672.0
2017,154,Sawayazpur,Hardoi,,Kunvar Madhavendra Pratap,BJP,92601.0,40.26,Padamrag Singh Yadav,SP,65631.0,28.53,26970.0
2017,155,Shahabad,Hardoi,,Rajani Tiwari,BJP,99624.0,45.84,Asif Khan,BSP,95364.0,43.88,4260.0
2017,156,Hardoi,Hardoi,,Nitin Agarwal,SP,97735.0,42.84,Raja Bux Singh,BJP,92626.0,40.6,5109.0
2017,157,Gopamau (SC),Hardoi,,Shyam Prakash,BJP,87871.0,43.76,Rajeshwari,SP,56493.0,28.14,31378.0
2017,158,Sandi (SC),Hardoi,,Prabhash Kumar,BJP,72044.0,39.26,Omendra Kumar Verma,INC,51819.0,28.24,20225.0
2017,159,Bilgram-Mallanwan,Hardoi,,Ashish Kumar Singh,BJP,83405.0,37.92,Subhash Pal,SP,75380.0,34.27,8025.0
2017,160,Balamau (SC),Hardoi,,Ram Pal Verma,BJP,74917.0,40.28,Neelu Satyarthi,BSP,52029.0,27.97,22888.0
2017,161,Sandila,Hardoi,,Raj Kumar Agrawal,BJP,90362.0,45.84,Abdul Mannan,SP,69959.0,35.49,20403.0
2017,162,Bangarmau,Unnao,,Kuldeep Singh Sengar,BJP,87657.0,43.79,Badaloo Khan,SP,59330.0,29.64,28237.0
2017,163,Safipur (SC),Unnao,,Bamba Lal,BJP,84068.0,43.02,Ram Baran,BSP,56832.0,29.08,27236.0
2017,164,Mohan (SC),Unnao,,Brijesh Kumar Rawat,BJP,104884.0,52.36,Radhe Lal Rawat,BSP,50789.0,25.36,54095.0
2017,165,Unnao,Unnao,,Pankaj Gupta,BJP,119669.0,52.12,Manisha Deepak,SP,73597.0,32.05,46072.0
2017,166,Bhagwantnagar,Unnao,,Hriday Narayan Dikshit,BJP,103698.0,44.77,Shashank Singh,BSP,50332.0,21.73,53366.0
2017,167,Purwa,Unnao,,Anil Singh,BSP,97567.0,40.28,Uttam Chandra,BJP,71084.0,29.35,26483.0
2017,168,Malihabad (SC),Lucknow,,Jai Devi,BJP,94677.0,41.89,Rajbala,SP,72009.0,31.86,22668.0
2017,169,Bakshi Kaa Talab,Lucknow,,Avinash Trivedi,BJP,96482.0,36.76,Nakul Dubey,BSP,78898.0,30.06,17584.0
2017,170,Sarojini Nagar,Lucknow,,Swati Singh,BJP,108506.0,37.56,Anurag Yadav,SP,74327.0,25.73,34179.0
2017,171,Lucknow West,Lucknow,,Suresh Kumar Srivastava,BJP,93022.0,42.88,Mohammad Rehan,SP,79950.0,36.86,13072.0
2017,172,Lucknow North,Lucknow,,Neeraj Bora,BJP,109315.0,48.57,Abhishek Mishra,SP,82039.0,36.45,27276.0
2017,173,Lucknow East,Lucknow,,Ashutosh Tandon,BJP,135167.0,59.71,Anurag Bhadouria,INC,55937.0,24.71,79230.0
2017,174,Lucknow Central,Lucknow,,Brajesh Pathak,BJP,78400.0,40.37,Ravidas Mehrotra,SP,73306.0,37.75,5094.0
2017,175,Lucknow Cantonment,Lucknow,,Rita Bahuguna,BJP,95402.0,51.21,Aparna Yadav,SP,61606.0,33.07,33796.0
2017,176,Mohanlalganj (SC),Lucknow,,Ambrish Singh Pushkar,SP,71574.0,32.67,Rambahadur,BSP,71044.0,32.43,530.0
2017,177,Bachhrawan (SC),Raebareli,,Ram Naresh Rawat,BJP,65324.0,33.53,Shahab Sharan,INC,43015.0,22.08,22309.0
2017,178,Tiloi,Amethi,,Mayankeshwar Sharan Singh,BJP,96119.0,49.76,Mohd. Saood,BSP,52072.0,26.96,44047.0
2017,179,Harchandpur,Raebareli,,Rakesh Singh,INC,65104.0,35.55,Kusuma Lodhi,BJP,61452.0,33.56,3652.0
2017,180,Rae Bareli,Raebareli,,Aditi Singh,INC,128319.0,62.94,Mhmd Shabaz Khan,BSP,39156.0,19.21,89163.0
2017,181,Salon (SC),Raebareli,,Dal Bahadur,BJP,78028.0,41.19,Suresh Chaudary,INC,61973.0,32.72,16055.0
2017,182,Sareni,Raebareli,,Dhirendra Bahadur Singh,BJP,65873.0,32.56,Thakur Prasad Yadav,BSP,52866.0,26.13,13007.0
2017,183,Unchahar,Raebareli,,Manoj Kumar Pandey,SP,59103.0,28.89,Utkrist Maruya,BJP,57169.0,27.95,1934.0
2017,184,Jagdishpur (SC),Amethi,,Suresh Kumar,BJP,84219.0,44.36,Radhey Shyam,INC,67619.0,35.61,16600.0
2017,185,Gauriganj,Amethi,,Rakesh Pratap Singh,SP,77915.0,38.98,Mohammed Nayem,INC,51496.0,25.76,26419.0
2017,186,Amethi,Amethi,,Garima Singh,BJP,64226.0,34.34,Gaytri Prasad,SP,59161.0,31.63,5065.0
2017,187,Isauli,Sultanpur,,Abrar Ahmed,SP,51583.0,27.26,Om Prakash Pandey,BJP,47342.0,25.02,4241.0
2017,188,Sultanpur,Sultanpur,,Surya Bhan Singh,BJP,86786.0,42.62,Syed Mujeed Ahmad,BSP,54393.0,26.71,32393.0
2017,189,Sadar,Sultanpur,,Sitaram Verma,BJP,68950.0,36.81,Raj Prasad Upadhyay,BSP,50177.0,26.79,18773.0
2017,190,Lambhua,Sultanpur,,Devmani Dwivedi,BJP,78627.0,39.33,Vinod Singh,BSP,65724.0,32.88,12903.0
2017,191,Kadipur (SC),Sultanpur,,Rajesh Gautam,BJP,87353.0,42.03,Bhageluram,BSP,60749.0,29.23,26604.0
2017,192,Kaimganj (SC),Farrukhabad,,Amar Singh,BJP,116304.0,50.19,Surabhi Singh,SP,79779.0,34.43,36622.0
2017,193,Amritpur,Farrukhabad,,Suhil Kumar Shakya,BJP,93502.0,53.93,Narendra Singh Yadav,SP,52995.0,30.56,40507.0
2017,194,Farrukhabad,Farrukhabad,,Major Sunil Dutt Dwivedi,BJP,93626.0,45.09,Mohd Umar Khan,BSP,48199.0,23.21,45427.0
