year,ac_no,ac_name,district,turnout_pct,winner_candidate,winner_party,winner_votes,winner_pct,runnerup_candidate,runnerup_party,runnerup_votes,runnerup_pct,margin_votes
2017,195,Bhojpur,Farrukhabad,,Nagendra Singh Rathore,BJP,93673.0,49.98,Arshad Jamal Siddiqui,SP,58796.0,31.37,34877.0
2017,196,Chhibramau,Kannauj,,Archana Pandey,BJP,112209.0,42.04,Tahir Hussain Siddiqui,BSP,74985.0,28.1,37224.0
2017,197,Tirwa,Kannauj,,Kailash Singh Rajput,BJP,100426.0,47.12,Vijay Bahadur Pal,SP,76217.0,35.76,24209.0
2017,198,Kannauj (SC),Kannauj,,Anil Kumar Dohare,SP,99635.0,40.44,Banwari Lal Dohare,BJP,97181.0,39.45,2454.0
2017,199,Jaswantnagar,Etawah,,Shivpal Singh Yadav,SP,126834.0,54.73,Manish Yadav Patre,BJP,74218.0,32.03,52616.0
2017,200,Etawah,Etawah,,Sarita Bhadauriya,BJP,91234.0,41.39,Kuldeep Gupta,SP,73892.0,33.53,17342.0
2017,201,Bharthana (SC),Etawah,,Savitri Katheria,BJP,82005.0,35.88,Kamlesh Kumar Katheria,SP,80037.0,35.02,1968.0
2017,202,Bidhuna,Auraiya,,Vinay Shakya,BJP,81905.0,37.73,Dinesh Kumar Verma,SP,77995.0,35.92,3910.0
2017,203,Dibiyapur,Auraiya,,Lakhan Singh,BJP,71480.0,37.44,Pradeep Kumar Yadav,SP,59386.0,31.1,12094.0
2017,204,Auraiya (SC),Auraiya,,Ramesh Chandra,BJP,83580.0,45.52,Bhimrao Ambedkar,BSP,51718.0,28.16,31862.0
2017,205,Rasulabad (SC),Kanpur Dehat,,Nirmala Sankhwar,BJP,88390.0,47.02,Arun Kumari Kori,SP,54996.0,29.26,33394.0
2017,206,Akbarpur-Raniya,Kanpur Dehat,,Pratibha Shukla,BJP,87430.0,43.26,Neeraj Singh,SP,58701.0,29.04,28729.0
2017,207,Sikandra,Kanpur Dehat,,Mathura Prasad Pal,BJP,87879.0,45.7,Mahendra Katiyar,BSP,49776.0,25.88,38103.0
2017,208,Bhognipur,Kanpur Dehat,,Vinod Kumar Katiyar,BJP,71466.0,33.85,Dharmpal Singh Bhadauria,BSP,52461.0,24.85,19005.0
2017,209,Bilhaur (SC),Kanpur Nagar,,Bhagwati Prasad Sagar,BJP,102326.0,42.86,Kamlesh Chandra Diwakar,BSP,71160.0,29.81,31166.0
2017,210,Bithoor,Kanpur Nagar,,Abhijeet Singh Sanga,BJP,113289.0,49.55,Munindra Shukla,SP,54302.0,23.75,58987.0
2017,211,Kalyanpur,Kanpur Nagar,,Neelima Katiyar,BJP,86620.0,48.94,Satish Kumar Nigam,SP,63278.0,35.75,23342.0
2017,212,Govindnagar,Kanpur Nagar,,Satyadev Pachauri,BJP,112029.0,60.88,Ambuj Shukla,INC,40520.0,22.02,71509.0
2017,213,Sishamau,Kanpur Nagar,,Haji Irfan Solanki,SP,73030.0,47.6,Suresh Awasthi,BJP,67204.0,43.8,5826.0
2017,214,Arya Nagar,Kanpur Nagar,,Amitabh Bajpai,SP,70993.0,48.37,Salil Vishnoi,BJP,65270.0,44.47,5723.0
2017,215,Kidwai Nagar,Kanpur Nagar,,Mahesh Trivedi,BJP,111407.0,54.61,Ajay Kapoor,INC,77424.0,37.95,33983.0
2017,216,Kanpur Cantonment,Kanpur Nagar,,Sohil Akhtar Ansari,INC,81169.0,46.19,Raghunandan Bhadauria,BJP,71805.0,40.86,9364.0
2017,217,Maharajpur,Kanpur Nagar,,Satish Mahana,BJP,132394.0,56.25,Manoj Kumar Shukla,BSP,40568.0,17.24,91826.0
2017,218,Ghatampur (SC),Kanpur Nagar,,Kamal Rani,BJP,92776.0,49.07,Saroj Kureel,BSP,47598.0,25.18,45178.0
2017,219,Madhogarh,Jalaun,,Moolchandra Singh,BJP,108737.0,43.49,Girish Kumar,BSP,62752.0,25.1,45985.0
2017,220,Kalpi,Jalaun,,Narandra Pal Singh,BJP,105988.0,46.7,Chhote Singh,BSP,54504.0,24.01,51484.0
2017,221,Orai (SC),Jalaun,,Gauri Shankar,BJP,140485.0,53.42,Mahendra Singh,SP,61606.0,23.43,78879.0
2017,222,Babina,Jhansi,,Rajeev Singh Parichha,BJP,96713.0,42.38,Yashpal Singh Yadav,SP,79876.0,35.01,16837.0
2017,223,Jhansi Nagar,Jhansi,,Ravi Sharma,BJP,117873.0,48.87,Sita Ram Kushwaha,BSP,62095.0,25.74,55778.0
2017,224,Mauranipur (SC),Jhansi,,Bihari Lal Arya,BJP,98905.0,37.29,Rashmi Arya,SP,81934.0,30.89,16971.0
2017,225,Garautha,Jhansi,,Jawahar Lal Rajput,BJP,93378.0,41.29,Deep Narayan Singh,SP,77547.0,34.29,15831.0
2017,226,Lalitpur,Lalitpur,,Ramratan Kushwaha,BJP,156942.0,50.14,Jyoti Singh,SP,88687.0,28.34,68255.0
2017,227,Mehroni (SC),Lalitpur,,Manohar Lal,BJP,159291.0,52.46,Feran Lal,BSP,59727.0,19.67,99564.0
2017,228,Hamirpur,Hamirpur,,Ashok Kumar Singh Chandel,BJP,110888.0,44.49,Manoj Kumar Prajapati,SP,62233.0,24.97,48655.0
2017,229,Rath (SC),Hamirpur,,Manisha Anuragi,BJP,147526.0,62.14,Gayadeen Anuragi,INC,42883.0,18.06,104643.0
2017,230,Mahoba,Mahoba,,Rakesh Kumar Goswami,BJP,88291.0,45.38,Siddh Gopal Sahu,SP,56904.0,29.25,31387.0
2017,231,Charkhari,Mahoba,,Brijbhusan Rajput,BJP,98360.0,46.63,Urmila Devi,SP,54346.0,25.76,44014.0
2017,232,Tindwari,Banda,,Brajesh Kumar Prajapati,BJP,82197.0,45.18,Jagdish Prasad Prajapati,BSP,44790.0,24.62,37407.0
2017,233,Baberu,Banda,,Chandrapal Kushwaha,BJP,76187.0,40.03,Kiran Yadav,BSP,53886.0,28.31,22301.0
2017,234,Naraini (SC),Banda,,Raj Karan Kabir,BJP,92412.0,46.13,Bharat Lal Diwakar,INC,47405.0,23.66,45007.0
2017,235,Banda,Banda,,Prakash Dwivedi,BJP,83169.0,45.86,Madhusudan Kushwaha,BSP,50341.0,27.76,32828.0
2017,236,Chitrakoot,Chitrakoot,,Chandrika Prasad Upadhyay,BJP,90366.0,41.52,Veer Singh,SP,63430.0,29.14,26936.0
2017,237,Manikpur,Chitrakoot,,R. K. Singh Patel,BJP,84988.0,44.54,Sampat Patel,INC,40524.0,21.24,44464.0
2017,238,Jahanabad,Fatehpur,,Jai Kumar Singh Jaiki,AD(S),81438.0,45.18,Madangopal Verma,SP,33832.0,18.77,47606.0
2017,239,Bindki,Fatehpur,,Karan Singh Patel,BJP,97996.0,53.89,Rameshwar Dayal,SP,41618.0,22.89,56378.0
2017,240,Fatehpur,Fatehpur,,Vikram Singh,BJP,89481.0,46.31,Chandra Prakash Lodhi,SP,57983.0,30.01,31498.0
2017,241,Ayah Shah,Fatehpur,,Vikas Gupta,BJP,81203.0,54.38,Ayodhya Prasad,SP,29238.0,19.58,51965.0
2017,242,Husainganj,Fatehpur,,Ranvendra Pratap Singh,BJP,73595.0,42.47,Usha Maurya,INC,55002.0,31.74,18593.0
2017,243,Khaga (SC),Fatehpur,,Krishna Paswan,BJP,94954.0,52.53,Om Prakash Gihar,INC,38520.0,21.31,56434.0
2017,244,Rampur Khas,Pratapgarh,,Aradhana Misra,INC,81463.0,48.19,Nagesh Pratap Singh,BJP,64397.0,38.09,17066.0
2017,245,Babaganj (SC),Pratapgarh,,Vinod Kumar,Ind,87778.0,53.33,Pawan Kumar,BJP,50618.0,30.75,37160.0
2017,246,Kunda,Pratapgarh,,Raghuraj Pratap Singh,Ind,136597.0,69.32,Janaki Sharan,BJP,32950.0,16.72,103647.0
2017,247,Vishwanathganj,Pratapgarh,,Rakesh Kumar Verma,AD(S),81899.0,42.07,Sanjay Pandey,INC,58541.0,30.07,23358.0
2017,248,Pratapgarh,Pratapgarh,,Sangam Lal Gupta,AD(S),80828.0,44.17,Nagrenda Singh,SP,46274.0,25.29,34554.0
2017,249,Patti,Pratapgarh,,Rajendra Pratap Singh,BJP,75011.0,36.47,Ram Singh,SP,73538.0,35.75,1476.0
2017,250,Raniganj,Pratapgarh,,Dhiraj Ojha,BJP,67031.0,38.1,Shakeel Ahmad Khan,BSP,58022.0,32.98,9009.0
2017,251,Sirathu,Kaushambi,,Sheetla Prasad,BJP,78621.0,40.45,Vachaspati,SP,52418.0,26.97,26203.0
2017,252,Manjhanpur (SC),Kaushambi,,Lal Bahadur,BJP,92818.0,42.25,Indrajeet Saroj,BSP,88658.0,40.36,4160.0
2017,253,Chail,Kaushambi,,Sanjay Kumar,BJP,85713.0,42.43,Talat Azim,INC,45597.0,22.57,40116.0
2017,254,Phaphamau,Prayagraj,,Vikramjeet,BJP,83239.0,41.07,Ansar Ahmad,SP,57254.0,28.25,25985.0
2017,255,Soraon (SC),Prayagraj,,Jamuna Prasad,AD(S),77814.0,37.02,Geeta Devi,BSP,60079.0,28.58,17735.0
2017,256,Phulpur,Prayagraj,,Praveen Patel,BJP,93912.0,42.24,Mansoor Alam,SP,67299.0,30.27,26613.0
2017,257,Pratappur,Prayagraj,,Mohd Mujtaba Siddqui,BSP,66805.0,32.63,Karan Singh,AD(S),64151.0,31.33,2654.0
2017,258,Handia,Prayagraj,,Hakim Lal Bind,BSP,72446.0,36.28,Pramila Devi,AD(S),63920.0,32.01,8526.0
2017,259,Meja,Prayagraj,,Neelam Karwariya,BJP,67807.0,37.94,Ram Sewak Singh,SP,47964.0,26.84,19843.0
2017,260,Karachhana,Prayagraj,,Ujjwal Raman Singh,SP,80806.0,41.14,Piyush Ranjan Nishad,BJP,65782.0,33.49,15024.0
2017,261,Allahabad West,Prayagraj,,Sidharth Nath Singh,BJP,85518.0,43.4,Richa Singh,SP,60182.0,30.54,25336.0
2017,262,Allahabad North,Prayagraj,,Harshvardhan Bajpai,BJP,89191.0,51.68,Anugrah Narayan Singh,INC,54166.0,31.39,35025.0
2017,263,Allahabad South,Prayagraj,,Nand Gopal Gupta Nandi,BJP,93011.0,52.73,Parvez Ahmad,SP,64424.0,36.52,28587.0
2017,264,Bara (SC),Prayagraj,,Ajai Kumar,BJP,79209.0,42.21,Ajay,SP,45156.0,24.06,34053.0
2017,265,Koraon (SC),Prayagraj,,Rajmani Kol,BJP,100427.0,52.03,Ram Kripal,INC,46731.0,24.21,53696.0
2017,266,Kursi,Barabanki,,Sakendra Pratap Verma,BJP,108403.0,41.49,Fareed Kidwai,SP,79724.0,30.51,28679.0
2017,267,Ramnagar,Barabanki,,Sharad Kumar Awasthi,BJP,88937.0,40.25,Arvinda Kumar Singh,SP,66210.0,29.96,22727.0
2017,268,Barabanki,Barabanki,,Dharamraj Singh Yadav,SP,99453.0,40.81,Suredra Singh,BSP,69748.0,28.62,29704.0
2017,269,Zaidpur (SC),Barabanki,,Upendra Singh,BJP,111064.0,43.84,Tanuj Punia,INC,81883.0,32.32,29181.0
2017,270,Dariyabad,Barabanki,,Satishchandra Sharma,BJP,119173.0,47.37,Rajiv Kumar Singh,SP,68487.0,27.23,50686.0
2017,271,Rudauli,Ayodhya,,Ram Chandra Yadav,BJP,90311.0,43.42,Abbas Ali Zaidi,SP,59052.0,28.39,31259.0
2017,272,Haidergarh (SC),Barabanki,,Baidnath Rawat,BJP,97497.0,46.41,Ram Magan,SP,63977.0,30.45,33520.0
2017,273,Milkipur (SC),Ayodhya,,Gorakh Nath,BJP,86960.0,44.11,Awadesh Prasad,SP,58684.0,29.77,28276.0
2017,274,Bikapur,Ayodhya,,Shobha Singh Chauhan,BJP,94074.0,42.63,Anand Sen,SP,67422.0,30.55,26652.0
2017,275,Ayodhya,Ayodhya,,Ved Prakash Gupta,BJP,107014.0,49.56,Tej Narayan Pandey,SP,56574.0,26.2,50440.0
2017,276,Goshainganj,Ayodhya,,Indra Pratap Tiwari,BJP,89586.0,39.91,Abhay Singh,SP,77966.0,34.73,11620.0
2017,277,Katehari,Ambedkar Nagar,,Lal Ji verma,BSP,84358.0,36.33,Awadesh Kumar Diwedi,BJP,78071.0,33.63,6287.0
2017,278,Tanda,Ambedkar Nagar,,Sanju Devi,BJP,74768.0,36.62,Azeemul Haq Pahalwan,BSP,73043.0,35.78,1723.0
2017,279,Alapur (SC),Ambedkar Nagar,,Anita,BJP,72366.0,36.95,Sangeeta,SP,59853.0,30.56,12513.0
2017,280,Jalalpur,Ambedkar Nagar,,Ritesh Pandey,BSP,90309.0,37.75,Rajesh Singh,BJP,77279.0,32.3,13030.0
2017,281,Akbarpur,Ambedkar Nagar,,Ram Achal Rajbhar,BSP,72325.0,35.7,Ram Murti Verma,SP,58312.0,28.78,14013.0
2017,282,Balha (SC),Bahraich,,Akshaibar Lal,BJP,104135.0,52.33,Kiran Bharti,BSP,57519.0,28.91,46616.0
2017,283,Nanpara,Bahraich,,Madhuri Verma,BJP,86312.0,45.45,Waris Ali,INC,67643.0,35.62,18669.0
2017,284,Matera,Bahraich,,Yasar Shah,SP,79188.0,39.99,Arun Veer Singh,BJP,77593.0,39.19,1595.0
2017,285,Mahasi,Bahraich,,Sureshwar Singh,BJP,104654.0,53.96,Ali Akbar,INC,45685.0,23.56,58969.0
2017,286,Bahraich,Bahraich,,Anupma Jaiswal,BJP,87479.0,41.5,Rubab Sayeda,SP,80777.0,38.32,6702.0
2017,287,Payagpur,Bahraich,,Subhash Tripathi,BJP,102254.0,50.29,Mukesh Srivastava,SP,60713.0,29.86,41541.0
2017,288,Kaiserganj,Bahraich,,Mukut Bihari,BJP,85212.0,41.32,Khalid Khan,BSP,57849.0,28.05,27363.0
2017,289,Bhinga,Shrawasti,,Mohammad Aslam,BSP,76040.0,34.43,Alekshendra Kant Singh,BJP,69950.0,31.67,6090.0
2017,290,Shrawasti,Shrawasti,,Ram Feran,BJP,79437.0,33.46,Mohd Ramzan,SP,78992.0,33.27,445.0
2017,291,Tulsipur,Balrampur,,Kailash Nath Shukla,BJP,62296.0,31.94,Zeba Rizwan,INC,43637.0,22.38,18659.0
2017,292,Gainsari,Balrampur,,Shailesh Kumar Singh,BJP,55716.0,28.69,Alauddin,BSP,53413.0,27.51,2303.0
2017,293,Utraula,Balrampur,,Shashikant Verma,BJP,85240.0,43.37,Arif Anwar Hashmi,SP,56066.0,28.53,29174.0
2017,294,Balrampur (SC),Balrampur,,Palturam,BJP,89401.0,47.08,Shivlal,INC,64541.0,33.99,24860.0
2017,295,Mehnaun,Gonda,,Vinay Kumar Dwivedi,BJP,84304.0,41.13,Arshad Ali Khan,BSP,47926.0,23.38,36378.0
2017,296,Gonda,Gonda,,Prateek Bhushan Singh,BJP,58254.0,30.35,Mo Jaleel Khan,BSP,46576.0,24.26,11678.0
2017,297,Katra Bazar,Gonda,,Bawan Singh,BJP,92095.0,42.14,Baij Nath,SP,61284.0,28.04,30811.0
2017,298,Colonelganj,Gonda,,Ajay Pratap Singh,BJP,82867.0,46.11,Yogesh Pratap Singh,SP,54462.0,30.3,28405.0
2017,299,Tarabganj,Gonda,,Prem Narayan Pandey,BJP,100294.0,50.18,Vinod Kumar,SP,61852.0,30.94,38442.0
2017,300,Mankapur (SC),Gonda,,Rampati Shastri,BJP,102862.0,58.2,Ramesh Chandra,BSP,42701.0,24.16,60161.0
2017,301,Gaura,Gonda,,Prabhat Kumar Verma,BJP,72455.0,42.14,Ram Pratap Singh,SP,42600.0,24.78,29855.0
2017,302,Shohratgarh,Siddharthnagar,,Amar Singh Chaudhary,AD(S),67653.0,36.53,Mohd Jameel,BSP,45529.0,24.58,22124.0
2017,303,Kapilvastu (SC),Siddharthnagar,,Shyam Dhani,BJP,114082.0,49.07,Vijay Kumar,SP,75928.0,32.66,38154.0
2017,304,Bansi,Siddharthnagar,,Jai Pratap Singh,BJP,77548.0,42.41,Lal Ji,SP,58606.0,32.05,18942.0
2017,305,Itwa,Siddharthnagar,,Satish Chandra Dwivedi,BJP,59524.0,37.39,Arshad Khursheed,BSP,49316.0,30.98,10208.0
2017,306,Domariyaganj,Siddharthnagar,,Raghvendra Pratap Singh,BJP,67227.0,33.62,Saiyada Khatoon,BSP,67056.0,33.53,171.0
2017,307,Harraiya,Basti,,Ajay Kumar Singh,BJP,97014.0,45.68,Raj Kishore Singh,SP,66908.0,31.51,30106.0
2017,308,Kaptanganj,Basti,,Chandra Prakash,BJP,70527.0,35.4,Ram Prasad Chaudhary,BSP,63700.0,31.97,6827.0
2017,309,Rudhauli,Basti,,Sanjay Pratap Jaiswal,BJP,90228.0,40.94,Rajendra Prasad Chaudhary,BSP,68423.0,31.05,21805.0
2017,310,Basti Sadar,Basti,,Dayaram Chaudhary,BJP,92697.0,45.13,Mahendra Nath Yadav,SP,50103.0,24.39,42594.0
2017,311,Mahadewa (SC),Basti,,Ravi Kumar Sonkar,BJP,82429.0,41.82,Doodhram,BSP,56545.0,28.69,25884.0
2017,312,Menhdawal,Sant Kabir Nagar,,Rakesh Singh Baghel,BJP,86976.0,39.15,Anil Kumar Tripathi,BSP,44062.0,19.83,42914.0
2017,313,Khalilabad,Sant Kabir Nagar,,Digvijay Narayan Chaubey,BJP,72061.0,32.29,Mashhoor Alam Choudhary,BSP,56024.0,25.1,16037.0
2017,314,Dhanghata (SC),Sant Kabir Nagar,,Sriram Chauhan,BJP,79572.0,40.11,Agloo Prasad,SP,62663.0,31.58,16909.0
2017,315,Pharenda,Maharajganj,,Bajrang Bahadur Singh,BJP,76312.0,38.75,Virendra Chaudhary,INC,73958.0,37.55,2354.0
2017,316,Nautanwa,Maharajganj,,Aman Mani Tripathi,Ind,79666.0,37.68,Kunwar Kaushal Kishore Singh,SP,47410.0,22.42,32256.0
2017,317,Siswa,Maharajganj,,Prem Sagar Patel,BJP,122884.0,51.88,Shivendra Singh,SP,54698.0,23.09,68186.0
2017,318,Maharajganj (SC),Maharajganj,,Jai Mangal,BJP,125154.0,51.16,Nirmesh Mangal,BSP,56793.0,23.21,68361.0
2017,319,Paniyara,Maharajganj,,Gyanendra,BJP,119308.0,49.35,Ganesh Shankar Pandey,BSP,51817.0,21.43,67491.0
2017,320,Caimpiyarganj,Gorakhpur,,Fateh Bahadur Singh,BJP,91636.0,42.64,Chinta Yadav,INC,58782.0,27.35,32854.0
2017,321,Pipraich,Gorakhpur,,Mahendra Pal Singh,BJP,82739.0,33.8,Aftab Alam,BSP,69930.0,28.56,12809.0
2017,322,Gorakhpur Urban,Gorakhpur,,Radha Mohan Das Agarwal,BJP,122221.0,56.07,Rana Rahul Singh,INC,61491.0,28.21,60730.0
2017,323,Gorakhpur Rural,Gorakhpur,,Bipin Singh,BJP,83686.0,35.71,Vijay Bahadur Yadav,SP,79276.0,33.83,4410.0
2017,324,Sahajanwa,Gorakhpur,,Sheetal Pandey,BJP,72213.0,34.77,Yaspal Singh Rawat,SP,56836.0,27.37,15377.0
2017,325,Khajani (SC),Gorakhpur,,Sant Prasad,BJP,71492.0,38.5,Rajkumar,BSP,51413.0,27.68,20079.0
2017,326,Chauri-Chaura,Gorakhpur,,Sangeeta Yadav,BJP,87863.0,45.63,Manurojan Yadav,SP,42203.0,21.92,45660.0
2017,327,Bansgaon (SC),Gorakhpur,,Vimlesh Paswan,BJP,71966.0,40.73,Dharmendra Kumar,BSP,49093.0,27.79,22873.0
2017,328,Chillupar,Gorakhpur,,Vijay Shankar Tiwari,BSP,78177.0,35.89,Rajesh Tripathi,BJP,74818.0,34.35,3359.0
2017,329,Khadda,Kushinagar,,Jatashanker Tripathi,BJP,82537.0,42.72,Vijay Pratap Kushwaha,BSP,44040.0,22.8,38497.0
2017,330,Padrauna,Kushinagar,,Swami Prasad Maurya,BJP,93649.0,44.79,Javed Iqbal,BSP,53097.0,25.4,40552.0
2017,331,Tamkuhi Raj,Kushinagar,,Ajay Kumar Lallu,INC,61211.0,28.88,Jagadish Mishra,BJP,43097.0,20.33,18114.0
2017,332,Fazilnagar,Kushinagar,,Ganga,BJP,102778.0,48.57,Vishwnath,SP,60856.0,28.76,41922.0
2017,333,Kushinagar,Kushinagar,,Rajnikant Mani Tripathi,BJP,97132.0,48.24,Rajesh Pratap Rao,BSP,49029.0,24.35,48103.0
2017,334,Hata,Kushinagar,,Pawan Kumar,BJP,103864.0,50.34,Radheshyam Singh,SP,50788.0,24.62,53076.0
2017,335,Ramkola (SC),Kushinagar,,Ramanand Baudh,SBSP,102782.0,52.95,Purnmasi Dehati,SP,47053.0,24.24,55729.0
2017,336,Rudrapur,Deoria,,Jai Prakash Nishad,BJP,77754.0,48.06,Akhilesh Pratap Singh,INC,50965.0,31.5,26789.0
2017,337,Deoria,Deoria,,Janmejai Singh,BJP,88030.0,48.41,J.P. Jaiswal,SP,41794.0,22.98,46236.0
2017,338,Pathardeva,Deoria,,Surya Pratap Shahi,BJP,99812.0,52.49,Shakir Ali,SP,56815.0,29.88,42997.0
2017,339,Rampur Karkhana,Deoria,,Kamlesh Shukla,BJP,62886.0,33.04,Fasiha Manzer Ghazala Lari,SP,52899.0,27.79,9987.0
2017,340,Bhatpar Rani,Deoria,,Ashutosh Upadhyay,SP,61862.0,34.48,Jayanth Kushwaha,BJP,50765.0,28.29,11097.0
2017,341,Salempur (SC),Deoria,,Kalicharan Prasad,BJP,76175.0,47.47,Vijay Laxmi Gautam,SP,50521.0,31.48,25654.0
2017,342,Barhaj,Deoria,,Suresh Tiwari,BJP,61996.0,37.06,Murli Manohar Jaiswal,SP,50280.0,30.06,11716.0
2017,343,Atrauliya,Azamgarh,,Sangram Yadav,SP,74276.0,35.5,Kanhaiya Lal Nishad,BJP,71809.0,34.32,2467.0
2017,344,Gopalpur,Azamgarh,,Nafees Ahmad,SP,70980.0,37.8,Shrikrishna Pal,BJP,56020.0,29.83,14960.0
2017,345,Sagri,Azamgarh,,Bandana Singh,BSP,62203.0,34.91,Jairam Patel,SP,56728.0,31.84,5475.0
2017,346,Mubarakpur,Azamgarh,,Shah Alam,BSP,70705.0,36.95,Akhilesh Yadav,SP,70017.0,36.59,688.0
2017,347,Azamgarh,Azamgarh,,Durga Prasad Yadav,SP,88087.0,41.59,Akhilesh,BJP,61825.0,29.19,26262.0
2017,348,Nizamabad,Azamgarh,,Alambadi,SP,67274.0,40.47,Chandra Dev Ram,BSP,48745.0,29.32,18529.0
2017,349,Phoolpur Pawai,Azamgarh,,Arun Kumar Yadav,BJP,68435.0,38.7,Abul Qais Azmi,BSP,61140.0,34.57,7295.0
2017,350,Didarganj,Azamgarh,,Sukhdev Rajbhar,BSP,62125.0,33.44,Adil Sheikh,SP,58480.0,31.48,3645.0
2017,351,Lalganj (SC),Azamgarh,,Azad Ari Mardan,BSP,72715.0,36.08,Daroga Prasad Saroj,BJP,70488.0,34.98,2227.0
2017,352,Mehnagar (SC),Azamgarh,,Kalpnath Paswan,SP,69037.0,34.58,Manjoo Saroj,SBSP,63625.0,31.87,5412.0
2017,353,Madhuban,Mau,,Dara Singh Chauhan,BJP,86238.0,40.39,Amresh Chand,INC,56823.0,26.61,29415.0
2017,354,Ghosi,Mau,,Fagu Chauhan,BJP,88298.0,36.78,Abbas Ansari,BSP,81295.0,33.87,7003.0
2017,355,Muhammadabad (SC),Mau,,Shriram Sonkar,BJP,73493.0,35.02,Rajendra,BSP,72955.0,34.77,538.0
2017,356,Mau,Mau,,Mukhtar Ansari,BSP,96793.0,36.62,Mahendra Rajbhar,SBSP,88095.0,33.33,8698.0
2017,357,Belthara Road (SC),Ballia,,Dhananjay Kannoujia,BJP,77504.0,41.1,Gorakh Paswan,SP,59185.0,31.39,18319.0
2017,358,Rasara,Ballia,,Umashankar Singh,BSP,92272.0,48.16,Ram Iqball Singh,BJP,58385.0,30.47,33887.0
2017,359,Sikanderpur,Ballia,,Sanjay Yadav,BJP,69536.0,42.53,Ziauddin Rizwi,SP,45988.0,28.13,23548.0
2017,360,Phephana,Ballia,,Upendra Tiwari,BJP,70588.0,39.84,Ambika Choudhary,BSP,52691.0,29.74,17897.0
2017,361,Ballia Nagar,Ballia,,Anand,BJP,92889.0,50.42,Laxman,SP,52878.0,28.7,40011.0
2017,362,Bansdih,Ballia,,Ram Govind Chaudhary,SP,51201.0,24.5,Ketakee Singh,Ind,49514.0,23.69,1687.0
2017,363,Bairia,Ballia,,Surendra,BJP,64868.0,40.21,Jai Prakash Anchal,SP,47791.0,29.62,17077.0
2017,364,Badlapur,Jaunpur,,Ramesh Chandra Mishra,BJP,60237.0,31.88,Lalji Yadav,BSP,57865.0,30.62,2372.0
2017,365,Shahganj,Jaunpur,,Shailendra Yadav Lalai,SP,67818.0,31.87,Rana Ajeet Pratap Singh,SBSP,58656.0,27.57,9162.0
2017,366,Jaunpur,Jaunpur,,Girish Chandra Yadav,BJP,90324.0,40.39,Nadeem Javed,INC,78040.0,34.9,12284.0
2017,367,Malhani,Jaunpur,,Parasnath Yadava,SP,69351.0,33.67,Dhananjay Singh,NISHAD,48141.0,23.37,21210.0
2017,368,Mungra Badshahpur,Jaunpur,,Sushma Patel,BSP,69557.0,34.42,Seema Dwivedi,BJP,63637.0,31.49,5920.0
2017,369,Machhlishahr (SC),Jaunpur,,Jagdish Sonkar,SP,72368.0,35.1,Anita Rawat,BJP,68189.0,33.07,4179.0
2017,370,Mariyahu,Jaunpur,,Leena Tiwari,AD(S),58804.0,32.88,Shraddha Yadav,SP,47454.0,26.53,11350.0
2017,371,Zafrabad,Jaunpur,,Dr Harendra Prasad Singh,BJP,85989.0,41.89,Sachindra Nath Tripathi,SP,61124.0,29.78,24865.0
2017,372,Kerakat (SC),Jaunpur,,Dinesh Choudahry,BJP,84078.0,37.44,Sajai Kumar Saroj,SP,68819.0,30.64,15259.0
2017,373,Jakhanian (SC),Ghazipur,,Triveni Ram,SBSP,84158.0,35.26,Gareeb,SP,79001.0,33.1,5157.0
2017,374,Saidpur (SC),Ghazipur,,Subhash Pasi,SP,76664.0,36.26,Vidyasagar Sonkar,BJP,67954.0,32.14,8710.0
2017,375,Ghazipur Sadar,Ghazipur,,Sangeeta Balwant,BJP,92090.0,43.42,Rajesh Kuswaha,SP,59483.0,28.05,32607.0
2017,376,Jangipur,Ghazipur,,Virendra Kumar Yadav,SP,71441.0,33.46,Ramesh Narayan Kushwaha,BJP,68202.0,31.94,3239.0
2017,377,Zahoorabad,Ghazipur,,Om Prakash Rajbhar,SBSP,86583.0,37.81,Kalicharan,BSP,68502.0,29.91,18081.0
2017,378,Mohammadabad,Ghazipur,,Alka Rai,BJP,122156.0,53.61,Sibakatullah Ansari,BSP,89429.0,39.25,32727.0
2017,379,Zamania,Ghazipur,,Sunita,BJP,76823.0,35.67,Atul Kumar,BSP,67559.0,31.37,9264.0
2017,380,Mughalsarai,Chandauli,,Sadhana Singh,BJP,87401.0,37.89,Babulal,SP,74158.0,32.15,13243.0
2017,381,Sakaldiha,Chandauli,,Prabhunarayan Yadav,SP,79875.0,39.82,Suryamuni Tiwari,BJP,64906.0,32.36,14969.0
2017,382,Saiyadraja,Chandauli,,Sushil Singh,BJP,78869.0,40.19,Shyam Narayan Singh,BSP,64375.0,32.8,14494.0
2017,383,Chakia (SC),Chandauli,,Sharada Prasad,BJP,96890.0,41.87,Jitendra Kumar,BSP,76827.0,33.2,20063.0
2017,384,Pindra,Varanasi,,Avadhesh Singh,BJP,90614.0,44.97,Babulal,BSP,53765.0,26.68,36849.0
2017,385,Ajagara (SC),Varanasi,,Kailash Nath Sonkar,SBSP,83778.0,38.52,Lalji Sonkar,SP,62429.0,28.7,21349.0
2017,386,Shivpur,Varanasi,,Anil Rajbhar,BJP,110453.0,48.64,Anand Mohan Yadav,SP,56194.0,24.75,54259.0
