year,ac_no,ac_name,district,turnout_pct,winner_candidate,winner_party,winner_votes,winner_pct,runnerup_candidate,runnerup_party,runnerup_votes,runnerup_pct,margin_votes
2022,14,Muzaffarnagar,Muzaffarnagar,62.89,Kapil Dev Aggarwal,BJP,111794.0,49.57,Saurabh Swaroop,RLD,93100.0,41.28,18694.0
2022,15,Khatauli,Muzaffarnagar,69.79,Vikram Singh Saini,BJP,100651.0,45.34,Rajpal Singh Saini,RLD,84306.0,37.98,16345.0
2022,16,Meerapur,Muzaffarnagar,68.88,Chandan Chauhan,RLD,107421.0,49.57,Prashant Chaudhary,BJP,80041.0,36.94,27380.0
2022,17,Najibabad,Bijnor,67.1,Tasleem Ahmad,SP,102675.0,44.14,Kunwar Bharatendu Singh,BJP,78905.0,33.92,23770.0
2022,18,Nagina (SC),Bijnor,64.36,Manoj Kumar Paras,SP,97155.0,43.51,Dr. Yashwant,BJP,70704.0,31.67,26451.0
2022,19,Barhapur,Bijnor,67.05,Kunwar Sushant Singh,BJP,100100.0,41.58,Kapil Kumar,SP,85755.0,35.62,14345.0
2022,20,Dhampur,Bijnor,67.82,Ashok Kumar Rana,BJP,81791.0,39.89,Naeemul Hasan,SP,81588.0,39.79,203.0
2022,21,Nehtaur (SC),Bijnor,65.82,Om Kumar,BJP,77935.0,38.98,Munshi Ram,RLD,77677.0,38.86,258.0
2022,22,Bijnor,Bijnor,64.52,Suchi Chaudhary,BJP,97165.0,38.54,Neeraj Chaudhary,RLD,95720.0,37.96,1445.0
2022,23,Chandpur,Bijnor,68.86,Swami Omvesh,SP,90522.0,40.34,Kamlesh Saini,BJP,90288.0,40.24,234.0
2022,24,Noorpur,Bijnor,65.94,Ram Avatar Singh,SP,92574.0,43.27,Chandra Prakash Singh,BJP,86509.0,40.43,6065.0
2022,25,Kanth,Moradabad,70.11,Kamal Akhtar,SP,134692.0,49.19,Rajesh Kumar Singh,BJP,91514.0,33.42,43178.0
2022,26,Thakurdwara,Moradabad,73.99,Nawab Jan,SP,134391.0,48.76,Ajay Pratap Singh,BJP,114706.0,41.62,19684.0
2022,27,Moradabad Rural,Moradabad,64.65,Mohd Nasir Qureshi,SP,114337.0,56.88,Krishnakant Mishra,BJP,86517.0,34.34,27820.0
2022,28,Moradabad Nagar,Moradabad,60.79,Ritesh Kumar Gupta,BJP,148384.0,46.12,Mohd Yusuf Ansari,SP,147602.0,45.88,782.0
2022,29,Kundarki,Moradabad,71.4,Zia ur Rahman Barq,SP,125792.0,46.28,Kamal Prajapati,BJP,82630.0,30.4,43162.0
2022,30,Bilari,Moradabad,66.49,Mohammed Faeem,SP,95338.0,39.92,Parmeshwar Lal Saini,BJP,87728.0,36.73,7610.0
2022,31,Chandausi (SC),Sambhal,59.45,Gulabo Devi,BJP,112890.0,49.53,Vimlesh Kumar,SP,77523.0,34.01,35367.0
2022,32,Asmoli,Sambhal,68.48,Pinki Singh Yadav,SP,111652.0,42.92,Harendra Kumar,BJP,86446.0,33.23,25206.0
2022,33,Sambhal,Sambhal,64.47,Iqbal Mehmood,SP,107073.0,43.73,Rajesh Singhal,BJP,65376.0,26.7,41697.0
2022,34,Suar,Rampur,69.34,Abdullah Azam Khan,SP,126162.0,59.19,Haidar Ali Khan,AD(S),65059.0,30.62,61103.0
2022,35,Chamraua,Rampur,65.13,Naseer Ahmad Khan,SP,100976.0,50.34,Mohan Kumar Lodhi,BJP,66686.0,33.24,34290.0
2022,36,Bilaspur,Rampur,68.34,Baldev Singh Aulakh,BJP,101998.0,43.17,Amarjit Singh,SP,101691.0,43.04,307.0
2022,37,Rampur,Rampur,56.61,Azam Khan,SP,131225.0,59.71,Akash Saxena,BJP,76084.0,34.62,55141.0
2022,38,Milak (SC),Rampur,63.57,Rajbala,BJP,97948.0,43.11,Vijay Singh,SP,92036.0,40.5,5912.0
2022,39,Dhanaura (SC),Amroha,70.34,Rajeev Tarara,BJP,103054.0,42.29,Vivek Singh,SP,91629.0,37.6,11425.0
2022,40,Naugawan Sadat,Amroha,74.49,Samarpal Singh,SP,108497.0,44.38,Devender Nagpal,BJP,101957.0,41.64,6540.0
2022,41,Amroha,Amroha,71.44,Mehboob Ali,SP,128735.0,57.43,Ram Singh,BJP,57699.0,25.74,71036.0
2022,42,Hasanpur,Amroha,73.84,Mahender Khadakvanshi,BJP,120135.0,44.67,Mukhya Gurjar,SP,97753.0,36.35,22382.0
2022,43,Siwalkhas,Meerut,68.78,Ghulam Mohammed,RLD,101749.0,43.52,Maninder Pal,BJP,92567.0,39.61,9182.0
2022,44,Sardhana,Meerut,67.22,Atul Pradhan,SP,118573.0,48.75,Sangeet Som,BJP,100373.0,41.27,18200.0
2022,45,Hastinapur (SC),Meerut,66.84,Dinesh Khatik,BJP,107587.0,46.72,Yogesh Verma,SP,100275.0,43.55,7312.0
2022,46,Kithore,Meerut,69.85,Shahid Manzoor,SP,107104.0,42.19,Satyavir Tyagi,BJP,104924.0,41.33,2180.0
2022,47,Meerut Cantt,Meerut,56.84,Amit Agrawal,BJP,162032.0,66.27,Manisha Ahlawat,RLD,43960.0,17.98,118072.0
2022,48,Meerut,Meerut,64.55,Rafiq Ansari,SP,106395.0,52.77,Kamal Dutt Sharma,BJP,80330.0,39.84,26065.0
2022,49,Meerut South,Meerut,61.99,Somendra Tomar,BJP,129667.0,43.46,Md Adil,SP,121725.0,40.79,7942.0
2022,50,Chhaprauli,Baghpat,62.28,Ajay Kumar,RLD,111880.0,53.3,Sahender Singh,BJP,82372.0,39.24,29508.0
2022,51,Baraut,Baghpat,64.51,Krishnapal Malik,BJP,90931.0,46.34,Ch. Jaiveer Singh Tomar,RLD,90616.0,46.18,315.0
2022,52,Baghpat,Baghpat,67.7,Chaudhary Yogesh Dhama,BJP,101420.0,47.37,Mohd Ahmed Hameed,RLD,94687.0,44.22,6733.0
2022,53,Loni,Ghaziabad,61.41,Nand Kishor Gurjar,BJP,127410.0,40.44,Madan Bhaiya,RLD,118734.0,37.68,8676.0
2022,54,Muradnagar,Ghaziabad,60.01,Ajit Pal Tyagi,BJP,169290.0,61.63,Surendra Kumar,RLD,72195.0,26.28,97295.0
2022,55,Sahibabad,Ghaziabad,47.18,Sunil Kumar Sharma,BJP,322882.0,67.03,Amarpal Sharma,SP,108047.0,22.43,214835.0
2022,56,Ghaziabad,Ghaziabad,51.75,Atul Garg,BJP,150205.0,61.37,Vishal Verma,SP,44668.0,18.25,105537.0
2022,57,Modinagar,Ghaziabad,67.36,Manju Shiwach,BJP,113349.0,50.63,Sudesh Sharma,RLD,78730.0,35.17,34619.0
2022,58,Dhaulana,Hapur,67.77,Dharmesh Singh Tomar,BJP,125028.0,44.65,Aslam Ali,SP,112400.0,40.14,12628.0
2022,59,Hapur (SC),Hapur,66.92,Vijay Pal Aadthi,BJP,97862.0,39.69,Gajraj Singh,RLD,90828.0,36.84,7034.0
2022,60,Garhmukteshwar,Hapur,67.72,Harendra Singh Tewatia,BJP,104113.0,44.07,Ravindra Chaudhary,SP,77807.0,32.94,26306.0
2022,61,Noida,Gautam Buddha Nagar,48.77,Pankaj Singh,BJP,244319.0,70.16,Sunil Choudhary,SP,62806.0,18.04,181513.0
2022,62,Dadri,Gautam Buddha Nagar,58.35,Tejpal Singh Nagar,BJP,218068.0,61.64,Rajkumar Bhati,SP,79850.0,22.57,138218.0
2022,63,Jewar,Gautam Buddha Nagar,65.87,Dhirendra Singh,BJP,117205.0,50.53,Avtar Singh Bhadana,RLD,60890.0,26.25,56315.0
2022,64,Sikandrabad,Bulandshahr,67.33,Lakshmi Raj Singh,BJP,125644.0,46.0,Rahul Yadav,SP,96301.0,35.26,29343.0
2022,65,Bulandshahr,Bulandshahr,64.95,Pradeep Kumar Chaudhary,BJP,127026.0,48.94,Haji Yunus,RLD,101426.0,38.99,25600.0
2022,66,Syana,Bulandshahr,65.37,Devendra Singh Lodhi,BJP,149125.0,58.9,Dilnawaj Khan,RLD,59468.0,23.49,89657.0
2022,67,Anupshahr,Bulandshahr,62.87,Sanjay Kumar Sharma,BJP,125602.0,52.64,Rameshwar Lodhi,BSP,47979.0,20.11,77623.0
2022,68,Debai,Bulandshahr,63.02,Chandrapal Singh,BJP,128640.0,58.6,Harish Kumar,SP,60615.0,27.61,68025.0
2022,69,Shikarpur,Bulandshahr,64.18,Anil Sharma,BJP,113855.0,53.04,Kiran Pal Singh,RLD,58172.0,27.1,55683.0
2022,70,Khurja (SC),Bulandshahr,66.64,Meenakshi Singh,BJP,137461.0,52.99,Banshi Singh,SP,70377.0,27.13,67084.0
2022,71,Khair (SC),Aligarh,61.7,Anoop Pradhan,BJP,139643.0,55.55,Charu Kain,BSP,65302.0,25.98,74341.0
2022,72,Barauli,Aligarh,64.28,Thakur Jaivir Singh,BJP,147984.0,60.57,Narendra Kumar Sharma,BSP,57339.0,23.47,90645.0
2022,73,Atrauli,Aligarh,60.02,Sandeep Kumar Singh,BJP,125691.0,52.03,Viresh Yadav,SP,86367.0,35.75,39324.0
2022,74,Chharra,Aligarh,62.79,Ravendra Pal Singh,BJP,110928.0,45.79,Laxmi Dhangar,SP,86966.0,35.78,24327.0
2022,75,Koil,Aligarh,62.34,Anil Parashar,BJP,108067.0,42.81,Shaaz Ishaaq,SP,103039.0,40.82,5028.0
2022,76,Aligarh,Aligarh,63.89,Mukta Raja,BJP,120389.0,47.66,Zafar Alam,SP,107603.0,42.6,12786.0
2022,77,Iglas (SC),Aligarh,61.25,Rajkumar Sahyogi,BJP,127209.0,52.35,Birpal Diwakar,RLD,68046.0,28.0,59163.0
2022,78,Hathras (SC),Hathras,63.2,Anjula Singh Mahaur,BJP,154655.0,58.79,Sanjeev Kumar,BSP,53799.0,20.45,100856.0
2022,79,Sadabad,Hathras,64.32,Pradeep Kumar Singh,RLD,104874.0,43.25,Ramveer Upadhyay,BJP,98437.0,40.6,6437.0
2022,80,Sikandra Rao,Hathras,62.39,Birendra Singh Rana,BJP,98094.0,41.63,Lalit Pratap Baghel,SP,89990.0,38.19,8104.0
2022,81,Chhata,Mathura,65.34,Ch. Laxmi Narayan Singh,BJP,124414.0,52.18,Tejpal Singh,RLD,75466.0,31.65,48948.0
2022,82,Mant,Mathura,64.89,Rajesh Chaudhary,BJP,83958.0,37.35,Shyam Sundar Sharma,BSP,74378.0,33.09,9580.0
2022,83,Goverdhan,Mathura,66.31,Karinda Singh,BJP,100199.0,45.21,Rajkumar Rawat,BSP,57692.0,26.03,42507.0
2022,84,Mathura,Mathura,57.39,Shrikant Sharma,BJP,158859.0,60.26,Pradeep Mathur,INC,49056.0,18.61,109803.0
2022,85,Baldev (SC),Mathura,65.15,Pooran Prakash,BJP,108414.0,44.14,Babita Devi,RLD,83159.0,33.86,25255.0
2022,86,Etmadpur,Agra,67.57,Dharampal Singh,BJP,146603.0,48.77,Praval Pratap Singh,BSP,98679.0,32.83,47924.0
2022,87,Agra Cantonment (SC),Agra,53.9,G S Dharmesh,BJP,117796.0,46.78,Kunwar Chand,SP,69099.0,27.44,48697.0
2022,88,Agra South,Agra,56.75,Yogendra Upadhyaya,BJP,109262.0,52.39,Vinay Agarwal,SP,52622.0,25.23,56640.0
2022,89,Agra North,Agra,55.27,Purushottam Khandelwal,BJP,153817.0,63.89,Shabbir Abbas,BSP,41447.0,17.22,112370.0
2022,90,Agra Rural (SC),Agra,60.98,Baby Rani Maurya,BJP,137310.0,52.63,Kiran Prabha Keshari,BSP,60702.0,23.26,76608.0
2022,91,Fatehpur Sikri,Agra,67.67,Babulal Chaudhary,BJP,112095.0,46.14,Brijesh Chahar,RLD,64826.0,26.69,47269.0
2022,92,Kheragarh,Agra,62.45,Bhagwan Singh Kushwaha,BJP,96574.0,47.05,Ramnath Shikarwar,INC,60077.0,29.27,36497.0
2022,93,Fatehabad,Agra,66.86,Chotelal Verma,BJP,108811.0,50.46,Rupali Dixit,SP,55576.0,25.77,53235.0
2022,94,Bah,Agra,56.91,Rani Pakshalika Singh,BJP,78360.0,41.16,Madhusudan Sharma,SP,54125.0,28.43,24235.0
2022,95,Tundla (SC),Firozabad,66.65,Prempal Singh Dhangar,BJP,122881.0,49.46,Rakesh Babu,SP,75190.0,30.26,47691.0
2022,96,Jasrana,Firozabad,67.46,Sachin Yadav,SP,108289.0,43.71,Manvendra Lodhi,BJP,107453.0,43.37,836.0
2022,97,Firozabad,Firozabad,58.91,Manish Asiza,BJP,112509.0,43.43,Saifur Rehman,SP,79554.0,30.71,32955.0
2022,98,Shikohabad,Firozabad,65.81,Mukesh Verma,SP,106279.0,45.14,Omprakash Verma,BJP,96951.0,41.18,9328.0
2022,99,Sirsaganj,Firozabad,64.8,Sarvesh Singh Yadav,SP,96224.0,46.22,Hariom Yadav,BJP,87419.0,41.99,8805.0
2022,100,Kasganj,Kasganj,64.37,Devendra Singh,BJP,123410.0,52.67,Man Pal Singh,SP,77145.0,32.92,46265.0
2022,101,Amanpur,Kasganj,61.52,Hariom Verma,BJP,96377.0,50.4,Satybhan Shakya,SP,53048.0,27.74,43329.0
2022,102,Patiyali,Kasganj,61.11,Nadira Sultan,SP,91545.0,41.88,Mamtesh Shakya,BJP,87957.0,40.06,4001.0
2022,103,Aliganj,Etah,66.15,Satyapal Singh Rathore,BJP,102873.0,45.44,Rameshwar Singh Yadav,SP,99063.0,43.76,3810.0
2022,104,Etah,Etah,62.35,Vipin Kumar David,BJP,97539.0,46.34,Jugendra Singh Yadav,SP,80292.0,38.15,17247.0
2022,105,Marhara,Etah,66.76,Virendra Singh Lodhi,BJP,101387.0,49.01,Amit Gaurav,SP,83778.0,40.5,17609.0
2022,106,Jalesar,Etah,68.09,Sanjeev Kumar Diwakar,BJP,91339.0,45.1,Ranjeet Suman,SP,86898.0,42.91,4441.0
2022,107,Mainpuri,Mainpuri,61.85,Jaiveer Singh,BJP,99814.0,46.73,Raj Kumar,SP,93048.0,43.56,6766.0
2022,108,Bhongaon,Mainpuri,62.62,Ram Naresh Agnihotri,BJP,97208.0,45.18,Alok Shakya,SP,92441.0,42.97,4767.0
2022,109,Kishni (SC),Mainpuri,62.98,Brajesh Katheriya,SP,97070.0,49.58,Priya Ranjan Ashu Diwakar,BJP,77919.0,39.8,19151.0
2022,110,Karhal,Mainpuri,66.02,Akhilesh Yadav,SP,148196.0,60.12,S.P. Singh Baghel,BJP,80692.0,32.74,67504.0
2022,111,Gunnaur,Sambhal,58.68,Ramkhiladi Singh Yadav,SP,123969.0,51.38,Ajeet Kumar Yadav,BJP,94440.0,39.14,29529.0
2022,112,Bisauli (SC),Budaun,59.34,Ashutosh Maurya,SP,110569.0,44.23,Kushagra Sagar,BJP,108735.0,43.5,1834.0
2022,113,Sahaswan,Budaun,58.86,Brajesh Yadav,SP,83673.0,33.35,Haji Vittan Musarrat,BSP,69728.0,27.79,13945.0
2022,114,Bilsi,Budaun,57.8,Harish Chandra Shakya,BJP,93500.0,45.54,Chandra Prakash Maurya,SP,68385.0,33.31,25115.0
2022,115,Badaun,Budaun,58.28,Mahesh Chandra Gupta,BJP,101096.0,46.12,Raish Ahmed,SP,89917.0,41.02,11179.0
2022,116,Shekhupur,Budaun,61.08,Himanshu Yadav,SP,105531.0,42.84,Dharmendra Shakya,BJP,99431.0,40.36,6100.0
2022,117,Dataganj,Budaun,58.29,Rajeev Kumar Singh,BJP,107591.0,45.34,Arjun Singh,SP,98115.0,41.35,9476.0
2022,118,Baheri,Bareilly,72.59,Ataur Rehman,SP,124145.0,46.67,Chhatrapal Singh Gangwar,BJP,120790.0,45.41,3355.0
2022,119,Meerganj,Bareilly,67.25,DC Verma,BJP,116435.0,50.98,Sultan Baig,SP,83955.0,36.76,32840.0
2022,120,Bhojipura,Bareilly,68.83,Shazil Islam Ansari,SP,119402.0,45.88,Bahoran Lal Maurya,BJP,109993.0,42.26,9409.0
2022,121,Nawabganj,Bareilly,67.89,Dr. M. P. Arya Gangwar,BJP,111113.0,48.2,Bhagwat Saran Gangwar,SP,101876.0,44.2,9237.0
2022,122,Faridpur (SC),Bareilly,62.0,Shyam Bihari Lal,BJP,92070.0,45.22,Vijay Pal Singh,SP,89149.0,43.78,2921.0
2022,123,Bithari Chainpur,Bareilly,62.92,Raghavendra Sharma,BJP,115417.0,46.53,Agam Maurya,SP,99576.0,40.15,15841.0
2022,124,Bareilly,Bareilly,52.43,Dr. Arun Kumar Saxena,BJP,129014.0,53.77,Rajesh Aggarwal,SP,96694.0,40.3,32320.0
2022,125,Bareilly Cantt,Bareilly,51.79,Sanjeev Agarwal,BJP,98931.0,50.43,Supriya Aron,SP,88163.0,44.94,10768.0
2022,126,Aonla,Bareilly,60.79,Dharampal Singh,BJP,88956.0,46.45,Radha Krishan Sharma,SP,70532.0,36.83,18424.0
2022,127,Pilibhit,Pilibhit,68.89,Sanjay Singh Gangwar,BJP,125506.0,48.08,Shailendra Gangwar,SP,118536.0,45.41,6970.0
2022,128,Barkhera,Pilibhit,73.46,Swami Pravaktanand,BJP,151771.0,63.8,Hemraj Verma,SP,70299.0,29.55,81472.0
2022,129,Puranpur (SC),Pilibhit,69.64,Babu Ram Paswan,BJP,134404.0,50.12,Ms Arti,SP,107828.0,40.21,26576.0
2022,130,Bisalpur,Pilibhit,66.4,Vivek Kumar Verma,BJP,121142.0,50.55,Divya Gangwar,SP,70733.0,29.52,50409.0
2022,131,Katra,Shahjahanpur,57.55,Veer Vikram Singh,BJP,77800.0,39.9,Rajesh Yadav,SP,77443.0,39.72,357.0
2022,132,Jalalabad,Shahjahanpur,59.04,Hari Prakash Verma,BJP,99609.0,45.97,Niraj Nilinesh,SP,95037.0,43.86,4572.0
2022,133,Tilhar,Shahjahanpur,59.99,Salona Kushwaha,BJP,102307.0,47.93,Roshan Lal Verma,SP,89030.0,41.71,13277.0
2022,134,Powayan (SC),Shahjahanpur,60.31,Chetram Pasi,BJP,129785.0,55.62,Upendra Pal Singh,SP,78207.0,33.62,51578.0
2022,135,Shahjahanpur,Shahjahanpur,54.57,Suresh Kumar Khanna,BJP,109942.0,48.98,Tanveer Khan,SP,100629.0,44.83,9313.0
2022,136,Dadraul,Shahjahanpur,62.96,Manvendra Singh,BJP,100957.0,45.06,Rajesh Kumar Verma,SP,91256.0,40.73,9701.0
2022,137,Palia,Lakhimpur Kheri,65.58,Harvindar Kumar Sahani,BJP,118864.0,50.2,Pritinder Singh Kakku,SP,80735.0,34.1,38129.0
2022,138,Nighasan,Lakhimpur Kheri,69.57,Shashank Verma,BJP,126488.0,53.41,R S Kushwaha,SP,85479.0,36.1,41009.0
2022,139,Gola Gokrannath,Lakhimpur Kheri,65.62,Arvind Giri,BJP,126534.0,48.67,Vinay Tiwari,SP,97240.0,37.4,29294.0
2022,140,Sri Nagar (SC),Lakhimpur Kheri,71.81,Manju Tyagi,BJP,108249.0,47.21,Ram Sharan,SP,90641.0,39.53,17608.0
2022,141,Dhaurahra,Lakhimpur Kheri,69.04,Vinod Shankar Awasthi,BJP,113498.0,49.49,Varun Singh,SP,88888.0,38.76,24610.0
2022,142,Lakhimpur,Lakhimpur Kheri,65.44,Yogesh Verma,BJP,127663.0,47.38,Utkarsh Verma Madhur,SP,107085.0,39.74,20578.0
2022,143,Kasta (SC),Lakhimpur Kheri,69.6,Saurabh Singh,BJP,103315.0,47.93,Sunil Kumar Lala,SP,89498.0,41.52,13817.0
2022,144,Mohammdi,Lakhimpur Kheri,68.63,Lokendra Pratap Singh,BJP,99377.0,42.75,Daud Ahmad,SP,94506.0,40.66,4871.0
2022,145,Maholi,Sitapur,66.11,Shashank Trivedi,BJP,112040.0,44.73,Anoop Kumar Gupta,SP,99868.0,39.87,12172.0
2022,146,Sitapur,Sitapur,58.24,Rakesh Rathour,BJP,99349.0,42.72,Radhe Shyam Jaiswal,SP,98096.0,42.18,1253.0
2022,147,Hargaon (SC),Sitapur,68.07,Suresh Rahi,BJP,116691.0,52.46,Ramhet Bharti,SP,78531.0,35.31,38160.0
2022,148,Laharpur,Sitapur,66.74,Anil Kumar Verma,SP,112987.0,47.05,Suneel Verma,BJP,99832.0,41.57,13155.0
2022,149,Biswan,Sitapur,70.1,Nirmal Verma,BJP,106014.0,44.77,Afzaal Kausar,SP,95536.0,40.35,10478.0
2022,150,Sevata,Sitapur,71.04,Gyan Tiwari,BJP,108057.0,47.43,Mahendra Kumar Singh,SP,87619.0,39.34,20438.0
2022,151,Mahmoodabad,Sitapur,69.66,Asha Maurya,BJP,92091.0,41.91,Narendra Singh Verma,SP,86869.0,39.51,5222.0
2022,152,Sidhauli (SC),Sitapur,68.62,Manish Rawat,BJP,106222.0,43.58,Dr. Hargovind Bhargawa,SP,96506.0,39.6,9716.0
2022,153,Misrikh (SC),Sitapur,61.52,Ramkrishna Bhargava,BJP,91092.0,41.15,Manoj Kumar Raghuvanshi,SBSP,79627.0,35.97,11465.0
2022,154,Sawayazpur,Hardoi,61.54,Madhavendra Pratap,BJP,114623.0,46.03,Padamrag Singh Yadav,SP,88576.0,35.68,26047.0
2022,155,Shahabad,Hardoi,65.76,Rajani Tiwari,BJP,94561.0,40.49,Asif Khan Babbu,SP,88082.0,37.72,6479.0
2022,156,Hardoi,Hardoi,57.52,Nitin Agarwal,BJP,126750.0,53.19,Anil Verma,SP,84339.0,35.39,42411.0
2022,157,Gopamau (SC),Hardoi,61.99,Shyam Prakash,BJP,91762.0,43.07,Rajeshwari,SP,83764.0,39.32,7998.0
2022,158,Sandi (SC),Hardoi,58.89,Prabhash Kumar,BJP,81519.0,41.7,Usha Verma,SP,72286.0,36.97,9233.0
2022,159,Bilgram-Mallanwan,Hardoi,61.47,Ashish Kumar Singh,BJP,82075.0,34.96,Brijesh Kumar Verma,SP,57185.0,24.36,24890.0
2022,160,Balamau (SC),Hardoi,55.12,Ram Pal Verma,BJP,81994.0,42.84,Rambali Verma,SP,55570.0,29.13,26424.0
2022,161,Sandila,Hardoi,59.92,Alka Singh Arkvanshi,BJP,101730.0,49.76,Abdul Mannan,BSP,64627.0,31.61,37103.0
2022,162,Bangarmau,Unnao,56.94,Shrikant Katiyar,BJP,90980.0,44.7,Dr. Munna,SP,75187.0,36.94,15793.0
2022,163,Safipur (SC),Unnao,57.05,Bamba Lal Diwakar,BJP,102968.0,52.13,Sudhir Kumar,SP,68836.0,34.85,34132.0
2022,164,Mohan (SC),Unnao,61.82,Brijesh Kumar Rawat,BJP,113291.0,53.45,Dr. Anchal,SP,70112.0,33.08,43179.0
2022,165,Unnao,Unnao,59.96,Pankaj Gupta,BJP,126670.0,51.62,Abhinav Kumar,SP,95542.0,38.94,31128.0
2022,166,Bhagwantnagar,Unnao,59.31,Ashutosh Shukla,BJP,127118.0,51.28,Ankit Parihar,SP,84108.0,33.93,43010.0
2022,167,Purwa,Unnao,61.62,Anil Kumar Singh,BJP,133827.0,52.27,Uday Raj,SP,102766.0,40.14,31061.0
2022,168,Malihabad (SC),Lucknow,66.68,Jai Devi,BJP,106372.0,44.15,Surendra Kumar,SP,98627.0,40.93,7745.0
2022,169,Bakshi Kaa Talab,Lucknow,69.82,Yogesh Shukla,BJP,147922.0,46.36,Gomti Yadav,SP,120134.0,37.65,27788.0
2022,170,Sarojini Nagar,Lucknow,57.71,Rajeshwar Singh,BJP,160626.0,49.07,Abhishek Mishra,SP,104440.0,31.9,56186.0
2022,171,Lucknow West,Lucknow,58.29,Armaan Khan,SP,124497.0,48.19,Anjali Kumar Srivastava,BJP,116313.0,45.03,8184.0
2022,172,Lucknow North,Lucknow,56.29,Neeraj Bora,BJP,139159.0,53.3,Pooja Shukla,SP,105206.0,40.29,33953.0
2022,173,Lucknow East,Lucknow,56.27,Ashutosh Tandon,BJP,152928.0,59.4,Anurag Bhadouria,SP,84197.0,32.7,68731.0
2022,174,Lucknow Central,Lucknow,56.81,Ravidas Mehotra,SP,104488.0,49.62,Rajnish Kumar Gupta,BJP,93553.0,44.43,10935.0
2022,175,Lucknow Cantonment,Lucknow,53.7,Brajesh Pathak,BJP,108147.0,54.7,Raju Gandhi,SP,68635.0,34.71,39512.0
2022,176,Mohanlalganj (SC),Lucknow,67.69,Amresh Kumar,BJP,107089.0,43.58,Sushila Saroj,SP,90541.0,36.84,16548.0
2022,177,Bachhrawan (SC),Raebareli,62.17,Shyam Sunder Bharti,SP,65747.0,31.38,Laxmikant,AD(S),62935.0,30.04,2812.0
2022,178,Tiloi,Amethi,58.31,Mayankeshwar Sharan Singh,BJP,99472.0,48.54,Mohd Naim,SP,71643.0,34.96,27829.0
2022,179,Harchandpur,Raebareli,63.09,Rahul Rajpoot,SP,92498.0,45.87,Rakesh Singh,BJP,78009.0,38.69,14489.0
2022,180,Rae Bareli,Raebareli,62.32,Aditi Singh,BJP,102429.0,44.51,Ram Pratap Yadav,SP,95254.0,41.4,7175.0
2022,181,Salon (SC),Raebareli,57.35,Ashok Kori,BJP,87715.0,43.79,Jagdish Prasad,SP,85604.0,42.73,1511.0
2022,182,Sareni,Raebareli,58.34,Devendra Pratap Singh,SP,66166.0,30.53,Dhirendra Bahadur Singh,BJP,62359.0,28.78,3807.0
2022,183,Unchahar,Raebareli,62.54,Manoj Kumar Pandey,SP,82514.0,38.92,Amarpal Maurya,BJP,75893.0,35.79,6621.0
2022,184,Jagdishpur (SC),Amethi,53.72,Suresh Kumar,BJP,89315.0,43.94,Vijay Kumar,INC,66491.0,32.71,22824.0
2022,185,Gauriganj,Amethi,57.94,Rakesh Pratap Singh,SP,79040.0,38.96,Chandraprakash Mishra,BJP,72077.0,35.53,6963.0
2022,186,Amethi,Amethi,54.27,Maharaji Prajapati,SP,88217.0,46.46,Sanjaya Sinh,BJP,70121.0,39.93,18096.0
2022,187,Isauli,Sultanpur,56.54,Mohammad Tahir Khan,SP,69629.0,34.34,Om Prakash Pandey,BJP,69360.0,34.21,269.0
2022,188,Sultanpur,Sultanpur,57.68,Vinod Singh,BJP,92715.0,42.24,Anoop Sanda,SP,91706.0,41.78,1009.0
2022,189,Sadar,Sultanpur,59.1,Raj Prasad Upadhyay,BJP,85249.0,41.89,Arun Verma,SP,69495.0,34.15,15754.0
2022,190,Lambhua,Sultanpur,57.12,Sitaram Verma,BJP,82999.0,39.37,Santosh Pandey,SP,73466.0,34.85,9533.0
2022,191,Kadipur (SC),Sultanpur,58.48,Rajesh Gautam,BJP,96405.0,43.44,Bhagelu Ram,SP,70682.0,31.85,25723.0
2022,192,Kaimganj,Farrukhabad,61.46,Dr. Surabhi Singh,AD(S),114952.0,47.65,Sarvesh Ambedkar,SP,96409.0,39.97,18543.0
2022,193,Amritpur,Farrukhabad,59.16,Sushil Kumar Shakya,BJP,98848.0,53.1,Dr. Jitendra Singh Yadav,SP,54162.0,29.1,44686.0
2022,194,Farrukhabad,Farrukhabad,56.0,Sunil Dutt Dwivedi,BJP,112314.0,53.83,Suman Shakya,SP,72988.0,34.99,39326.0
2022,195,Bhojpur,Farrukhabad,61.66,Nagendra Singh Rathore,BJP,99979.0,50.68,Arshad Jamal Siddiqui,SP,72521.0,36.76,27468.0
2022,196,Chhibramau,Kannauj,60.76,Archana Pandey,BJP,124773.0,44.31,Arvind Singh Yadav,SP,123662.0,43.91,1111.0
2022,197,Tirwa,Kannauj,62.63,Kailash Singh Rajput,BJP,106089.0,44.51,Anil Kumar Pal,SP,101481.0,42.57,4608.0
2022,198,Kannauj (SC),Kannauj,63.29,Asim Arun,BJP,120876.0,44.53,Anil Kumar Dohare,SP,114786.0,42.29,6090.0
2022,199,Jaswantnagar,Etawah,64.69,Shivpal Singh Yadav,SP,159718.0,62.97,Vivek Shakya,BJP,68739.0,27.1,90979.0
2022,200,Etawah,Etawah,60.4,Sarita Bhadauria,BJP,98150.0,39.97,Sarvesh Kumar Shakya,SP,94166.0,38.35,3984.0
